daily_study_hours,homework_completion_rate,class_participation,exam_scores,attendance_rate,online_activity,assignment_quality,study_consistency,learning_progress,peer_interaction,resource_usage,time_management,goal_setting,feedback_usage,self_assessment,collaboration_skills,problem_solving,creativity,critical_thinking,emotional_regulation,is_exam_week,is_weekend,is_holiday_period,student_id,week_number,timestamp
1.0,1.0,0.7857,0.4913,0.3045,0.206,0.5622,0.5195,0.6001,0.6768,0.5228,0.5065,0.5871,0.6801,0.5043,0.8529,0.7265,0.5939,0.8678,0.5332,1,1,0,S0015,8,2024-W08
1.0,0.7635,0.577,0.2776,0.5673,0.3891,0.6238,0.3148,0.5982,0.7129,0.4741,0.4208,0.3645,0.447,0.4152,0.4841,0.7247,0.5202,0.3867,0.4074,0,1,0,S0016,1,2024-W01
1.0,0.7642,0.6508,0.3158,0.5214,0.5611,0.6143,0.3575,0.6031,0.7196,0.555,0.3972,0.4265,0.4732,0.451,0.4565,0.7316,0.5659,0.3812,0.4046,0,0,0,S0016,2,2024-W02
1.0,0.8803,0.5591,0.3279,0.6258,0.4663,0.6537,0.3814,0.706,0.6196,0.4461,0.419,0.4392,0.4501,0.4306,0.5211,0.6651,0.5185,0.4544,0.471,0,1,0,S0016,3,2024-W03
1.0,1.0,0.5976,0.3681,0.5388,0.5176,0.6792,0.4113,0.7476,0.731,0.4772,0.4295,0.4433,0.4547,0.382,0.4828,0.6787,0.4686,0.4337,0.5263,1,1,0,S0016,4,2024-W04
1.0,0.7075,0.694,0.3837,0.6164,0.6073,0.7097,0.3797,0.757,0.7603,0.6261,0.5523,0.5142,0.5529,0.4923,0.4577,0.756,0.5354,0.3874,0.4631,0,0,0,S0016,5,2024-W05
1.0,0.7437,0.5693,0.3607,0.7463,0.4176,0.7203,0.3787,0.7358,0.5196,0.4297,0.4768,0.5211,0.587,0.4648,0.4715,0.8323,0.6251,0.4929,0.4535,0,1,1,S0016,6,2024-W06
1.0,0.8209,0.6431,0.4131,0.6075,0.7059,0.7366,0.4206,0.8105,0.6182,0.7156,0.5327,0.5128,0.5999,0.5089,0.4734,0.8412,0.6483,0.4047,0.4796,0,0,1,S0016,7,2024-W07
1.0,1.0,0.6771,0.3566,0.7852,0.4921,0.7591,0.441,0.6581,0.7683,0.5662,0.4799,0.4931,0.5031,0.4436,0.6074,0.7087,0.6245,0.3952,0.4932,1,1,0,S0016,8,2024-W08
1.0,0.7667,0.6474,0.2542,0.3624,0.8475,0.3403,0.3916,0.5554,0.3552,0.4012,0.5144,0.644,0.34,0.4944,0.3198,0.4045,0.6234,0.2796,0.3229,0,0,0,S0017,1,2024-W01
1.0,0.7409,0.7215,0.2645,0.4116,0.829,0.2993,0.4439,0.4894,0.3415,0.4943,0.5977,0.633,0.4223,0.5925,0.3777,0.4558,0.5277,0.3226,0.3836,0,0,0,S0017,2,2024-W02
1.0,0.9002,0.7074,0.2515,0.3632,0.507,0.358,0.3478,0.5817,0.3294,0.3202,0.5371,0.6486,0.3786,0.5797,0.3932,0.3806,0.6481,0.3491,0.3228,0,1,0,S0017,3,2024-W03
1.0,1.0,0.6575,0.2737,0.4503,0.8566,0.3996,0.4563,0.5403,0.4028,0.4759,0.5101,0.5891,0.4402,0.6475,0.409,0.4162,0.6312,0.3073,0.4296,1,0,0,S0017,4,2024-W04
1.0,0.7391,0.8282,0.3162,0.5062,0.5223,0.3714,0.3927,0.5936,0.4318,0.332,0.5973,0.6013,0.3599,0.6651,0.357,0.4024,0.6051,0.3542,0.4199,0,1,0,S0017,5,2024-W05
1.0,0.7798,0.6821,0.3001,0.5183,0.9797,0.3776,0.3952,0.518,0.3004,0.5088,0.5936,0.5915,0.3861,0.5753,0.3369,0.4603,0.5714,0.3452,0.4399,0,0,1,S0017,6,2024-W06
1.0,0.8774,0.7116,0.2918,0.4596,0.6,0.4326,0.4067,0.5482,0.307,0.3098,0.6074,0.6299,0.473,0.6202,0.4007,0.5059,0.7784,0.3609,0.4551,0,1,1,S0017,7,2024-W07
1.0,1.0,0.9466,0.301,0.4179,0.5754,0.4188,0.4538,0.5397,0.4654,0.3914,0.536,0.6931,0.3986,0.5791,0.4207,0.4749,0.7325,0.4259,0.3917,1,1,0,S0017,8,2024-W08
1.0,0.8184,0.5533,0.2789,0.3542,0.296,0.5567,0.7189,0.3879,0.5318,0.6717,0.6524,0.2914,0.4891,0.6736,0.4284,0.5097,0.4586,0.5413,0.4549,0,0,0,S0018,1,2024-W01
1.0,0.8174,0.5627,0.314,0.3527,0.2867,0.547,0.7594,0.3804,0.6851,0.7109,0.6134,0.2885,0.6026,0.7494,0.487,0.4632,0.5112,0.6125,0.5329,0,0,0,S0018,2,2024-W02
1.0,0.9008,0.7338,0.2989,0.361,0.2964,0.6833,0.6919,0.3459,0.7239,0.637,0.5952,0.2689,0.6218,0.5992,0.4836,0.5723,0.5351,0.6681,0.4391,0,0,0,S0018,3,2024-W03
1.0,1.0,0.6368,0.3707,0.488,0.3522,0.636,0.7043,0.3608,0.6959,0.596,0.6416,0.3216,0.5812,0.7151,0.4957,0.5818,0.5786,0.7668,0.4724,1,0,0,S0018,4,2024-W04
1.0,0.8015,0.7397,0.3554,0.4018,0.3362,0.6567,0.6961,0.4379,0.7632,0.7761,0.6935,0.3025,0.5977,0.6618,0.4248,0.5178,0.6063,0.718,0.5706,0,0,0,S0018,5,2024-W05
1.0,0.8854,0.639,0.3525,0.5258,0.3179,0.7548,0.6434,0.4077,0.6653,0.7752,0.7605,0.3401,0.5845,0.7617,0.4938,0.6187,0.561,0.741,0.5043,0,0,1,S0018,6,2024-W06
1.0,1.0,0.5945,0.4263,0.4347,0.2928,0.7359,0.7205,0.4672,0.6672,0.7777,0.7017,0.359,0.5784,0.8424,0.4889,0.6696,0.5763,0.6999,0.5291,0,0,1,S0018,7,2024-W07
1.0,1.0,0.686,0.4113,0.4196,0.2468,0.7834,0.6826,0.4502,0.7628,0.5017,0.6768,0.2894,0.5701,0.8752,0.4998,0.7005,0.5149,0.7583,0.6149,1,1,0,S0018,8,2024-W08
1.0,0.7171,0.6716,0.2777,0.3454,0.5814,0.3346,0.3458,0.4198,0.4261,0.2614,0.4551,0.6801,0.4117,0.414,0.3275,0.4327,0.6172,0.4343,0.4825,0,1,0,S0019,1,2024-W01
1.0,0.8176,0.6169,0.2898,0.3446,0.5498,0.3375,0.3535,0.4107,0.3615,0.254,0.5684,0.5727,0.4014,0.3224,0.347,0.3811,0.6359,0.4559,0.4762,0,1,0,S0019,2,2024-W02
1.0,0.7328,0.6929,0.3179,0.3564,0.8241,0.3567,0.3026,0.4206,0.3838,0.4122,0.4878,0.565,0.3529,0.3319,0.3044,0.3928,0.6387,0.4017,0.6033,0,0,0,S0019,3,2024-W03
1.0,0.9771,0.7601,0.3229,0.3831,0.802,0.3756,0.295,0.4741,0.3742,0.4133,0.5125,0.6139,0.4148,0.4042,0.3252,0.3746,0.6005,0.5078,0.5911,1,0,0,S0019,4,2024-W04
1.0,0.818,0.7929,0.3471,0.3169,0.8404,0.401,0.3529,0.4375,0.4392,0.4341,0.6353,0.6568,0.3547,0.3811,0.3977,0.5083,0.6908,0.4251,0.6537,0,0,0,S0019,5,2024-W05
1.0,0.8222,0.5212,0.3646,0.3031,0.6099,0.3738,0.3498,0.4762,0.4108,0.2432,0.6771,0.7239,0.4392,0.4203,0.4037,0.4742,0.8246,0.4107,0.6079,0,1,1,S0019,6,2024-W06
1.0,0.9844,0.6537,0.385,0.4173,0.7325,0.379,0.3217,0.5082,0.3889,0.2766,0.6693,0.6149,0.381,0.4383,0.4403,0.4352,0.7526,0.5474,0.5787,0,1,1,S0019,7,2024-W07
1.0,1.0,0.8073,0.3885,0.3773,0.9917,0.3865,0.3958,0.5546,0.4877,0.3561,0.7166,0.7798,0.3806,0.4638,0.3654,0.4391,0.7421,0.5487,0.7043,1,0,0,S0019,8,2024-W08
1.0,0.7641,0.5426,0.2857,0.2825,0.3634,0.3773,0.4795,0.602,0.4331,0.3672,0.5365,0.4347,0.4933,0.5525,0.2523,0.6926,0.3504,0.3654,0.6261,0,0,0,S0020,1,2024-W01
1.0,0.7448,0.5844,0.2938,0.284,0.3239,0.4428,0.4593,0.6712,0.4564,0.3691,0.5778,0.427,0.4615,0.4919,0.2801,0.5906,0.3203,0.3594,0.4955,0,0,0,S0020,2,2024-W02
1.0,0.8649,0.5086,0.3351,0.2424,0.2435,0.4716,0.5576,0.6395,0.4836,0.2424,0.6476,0.3908,0.5032,0.5037,0.2577,0.6131,0.3952,0.4126,0.6258,0,1,0,S0020,3,2024-W03
1.0,1.0,0.5338,0.3531,0.2808,0.265,0.5422,0.4505,0.7427,0.4568,0.2413,0.6796,0.405,0.5273,0.5519,0.298,0.7697,0.3575,0.3553,0.5813,1,1,0,S0020,4,2024-W04
1.0,0.7992,0.6555,0.4026,0.2643,0.394,0.4766,0.5318,0.7631,0.5724,0.3336,0.6452,0.4293,0.6174,0.6286,0.3191,0.7527,0.3484,0.43,0.5965,0,0,0,S0020,5,2024-W05
1.0,0.8687,0.5508,0.3559,0.2777,0.23,0.524,0.5651,0.7329,0.4436,0.3189,0.5775,0.5317,0.642,0.7213,0.3102,0.7065,0.4237,0.3605,0.5885,0,1,1,S0020,6,2024-W06
1.0,0.9641,0.583,0.3735,0.2856,0.243,0.5103,0.5725,0.6536,0.5278,0.2822,0.6345,0.5722,0.6067,0.5958,0.28,0.7294,0.4195,0.4069,0.6318,0,1,1,S0020,7,2024-W07
1.0,1.0,0.6161,0.4299,0.3258,0.3574,0.4959,0.6633,0.6374,0.6573,0.4146,0.7232,0.4781,0.6512,0.7138,0.3437,0.8406,0.3653,0.3643,0.7329,1,0,0,S0020,8,2024-W08
1.0,0.6039,0.4691,0.4482,0.4653,0.2125,0.4818,0.3085,0.7048,0.2885,0.247,0.5434,0.2687,0.6388,0.3968,0.4015,0.2972,0.4915,0.3361,0.4322,0,1,0,S0021,1,2024-W01
1.0,0.6219,0.5599,0.5103,0.4704,0.2632,0.5749,0.2975,0.5974,0.3515,0.2992,0.6088,0.3191,0.7083,0.4618,0.3893,0.3326,0.4368,0.2694,0.3466,0,1,0,S0021,2,2024-W02
1.0,0.6601,0.4731,0.4793,0.5147,0.246,0.63,0.3007,0.6971,0.3318,0.2975,0.6666,0.3213,0.5842,0.4146,0.4198,0.3387,0.5025,0.2855,0.4247,0,1,0,S0021,3,2024-W03
1.0,0.8321,0.5468,0.5693,0.5071,0.3844,0.6132,0.2796,0.6915,0.3681,0.504,0.7175,0.2876,0.8012,0.4616,0.5125,0.3545,0.5149,0.3266,0.3535,1,0,0,S0021,4,2024-W04
1.0,0.7208,0.6487,0.6,0.5398,0.2317,0.6772,0.3138,0.8256,0.3308,0.2793,0.6441,0.3831,0.6769,0.4927,0.4729,0.3328,0.5527,0.2895,0.4352,0,1,0,S0021,5,2024-W05
1.0,0.7303,0.4804,0.5826,0.5442,0.3958,0.6403,0.3671,0.7436,0.3174,0.4745,0.7606,0.3322,0.6478,0.5436,0.4667,0.3835,0.5587,0.3413,0.4982,0,0,1,S0021,6,2024-W06
1.0,0.9512,0.4461,0.5722,0.5364,0.2825,0.7551,0.3297,0.7232,0.297,0.2969,0.7358,0.323,0.8236,0.483,0.4854,0.3236,0.5331,0.3856,0.492,0,1,1,S0021,7,2024-W07
1.0,1.0,0.6521,0.5625,0.5032,0.4124,0.693,0.3505,0.7011,0.3205,0.5403,0.7544,0.3262,0.7258,0.4302,0.441,0.3411,0.5648,0.411,0.4262,1,0,0,S0021,8,2024-W08
1.0,0.6143,0.5496,0.311,0.4094,0.4349,0.5905,0.4792,0.343,0.3648,0.2544,0.568,0.5957,0.3489,0.3347,0.2479,0.5671,0.7022,0.6337,0.6283,0,1,0,S0022,1,2024-W01
1.0,0.6049,0.6832,0.3394,0.5416,0.6001,0.6118,0.6224,0.2911,0.3981,0.4086,0.5553,0.729,0.3319,0.2944,0.2894,0.7119,0.553,0.7648,0.736,0,0,0,S0022,2,2024-W02
1.0,0.7729,0.6661,0.3561,0.4976,0.5512,0.6166,0.6114,0.3193,0.4954,0.3502,0.5019,0.6295,0.3729,0.2801,0.3086,0.6004,0.7441,0.6566,0.7747,0,0,0,S0022,3,2024-W03
1.0,0.7771,0.6197,0.3714,0.4909,0.3945,0.7179,0.5495,0.2819,0.4911,0.2858,0.5333,0.6909,0.3176,0.3293,0.2991,0.6188,0.6009,0.7421,0.6859,1,1,0,S0022,4,2024-W04
1.0,0.6954,0.5713,0.3726,0.5395,0.3935,0.6757,0.5823,0.3624,0.4928,0.2558,0.6852,0.6635,0.4041,0.3361,0.3203,0.6384,0.69,0.7066,0.7348,0,1,0,S0022,5,2024-W05
1.0,0.7975,0.4648,0.4078,0.5776,0.3887,0.7175,0.7001,0.3639,0.3616,0.2551,0.6832,0.6563,0.3858,0.2925,0.2713,0.7624,0.6921,0.7552,0.695,0,1,1,S0022,6,2024-W06
1.0,0.8538,0.5893,0.3648,0.6259,0.5608,0.8148,0.717,0.3165,0.3939,0.4228,0.5385,0.6911,0.3274,0.3279,0.3392,0.6595,0.83,0.6847,0.7218,0,0,1,S0022,7,2024-W07
1.0,0.9915,0.71,0.3924,0.5711,0.6555,0.8054,0.7025,0.404,0.4498,0.4707,0.5652,0.8051,0.4381,0.3958,0.3023,0.7413,0.6548,0.715,0.6984,1,0,0,S0022,8,2024-W08
1.0,0.7126,0.5536,0.3837,0.603,0.4058,0.4845,0.3437,0.5997,0.2592,0.5056,0.2913,0.6698,0.4876,0.3857,0.5127,0.3051,0.3258,0.6474,0.3423,0,0,0,S0023,1,2024-W01
1.0,0.8029,0.5109,0.4122,0.6272,0.3769,0.5147,0.3117,0.5452,0.2486,0.3646,0.2615,0.6866,0.4473,0.3892,0.4769,0.2937,0.4063,0.756,0.341,0,1,0,S0023,2,2024-W02
1.0,0.852,0.5081,0.4373,0.7063,0.4356,0.5023,0.3527,0.5614,0.3071,0.5434,0.275,0.6207,0.3967,0.4154,0.5494,0.3063,0.3546,0.7674,0.4376,0,0,0,S0023,3,2024-W03
1.0,1.0,0.5969,0.4251,0.6473,0.5559,0.5659,0.3836,0.6578,0.256,0.5617,0.3446,0.6219,0.4977,0.4364,0.567,0.2997,0.4185,0.6814,0.3745,1,0,0,S0023,4,2024-W04
1.0,0.8403,0.6293,0.4868,0.776,0.4911,0.6242,0.3603,0.6968,0.3347,0.4834,0.3488,0.7704,0.4185,0.4035,0.6407,0.3566,0.4533,0.8053,0.3771,0,0,0,S0023,5,2024-W05
1.0,0.7223,0.5026,0.5008,0.7913,0.392,0.6185,0.3351,0.7254,0.2421,0.3591,0.3514,0.6872,0.5236,0.4033,0.5213,0.3224,0.4769,0.7479,0.4679,0,1,1,S0023,6,2024-W06
1.0,0.9659,0.4591,0.4795,0.7132,0.4163,0.5875,0.3212,0.7635,0.2679,0.386,0.3216,0.8158,0.4594,0.3899,0.5984,0.3535,0.431,0.8175,0.4925,0,1,1,S0023,7,2024-W07
1.0,1.0,0.7072,0.4923,0.6649,0.5716,0.614,0.3622,0.8018,0.3332,0.6039,0.3665,0.7592,0.5448,0.4172,0.5878,0.3194,0.4723,0.7663,0.3805,1,0,0,S0023,8,2024-W08
1.0,0.7194,0.6683,0.4209,0.701,0.4641,0.3989,0.6056,0.4067,0.2515,0.2196,0.5362,0.228,0.4001,0.3482,0.5656,0.4203,0.3549,0.3791,0.6425,0,1,0,S0024,1,2024-W01
1.0,0.6734,0.5373,0.4852,0.5921,0.4508,0.4052,0.5745,0.4558,0.3509,0.2517,0.5027,0.3093,0.4759,0.3383,0.703,0.4169,0.3774,0.4703,0.7657,0,1,0,S0024,2,2024-W02
1.0,0.7779,0.722,0.4349,0.6215,0.5224,0.3983,0.7228,0.4479,0.2952,0.2517,0.4797,0.2708,0.4439,0.3611,0.7211,0.4735,0.313,0.4099,0.6874,0,1,0,S0024,3,2024-W03
1.0,0.7384,0.6334,0.4801,0.5915,0.7052,0.4252,0.6732,0.4873,0.3532,0.3548,0.5407,0.2643,0.5039,0.3924,0.6945,0.383,0.3108,0.4973,0.6832,1,0,0,S0024,4,2024-W04
1.0,0.6179,0.7392,0.5682,0.6127,0.51,0.516,0.5965,0.5321,0.3266,0.272,0.5445,0.2918,0.4593,0.3985,0.6565,0.4862,0.4096,0.4157,0.7195,0,1,0,S0024,5,2024-W05
1.0,0.6289,0.6373,0.548,0.6509,0.5319,0.4606,0.6321,0.5355,0.2418,0.2746,0.5902,0.2842,0.4735,0.3197,0.8026,0.5295,0.3801,0.458,0.7139,0,1,1,S0024,6,2024-W06
1.0,0.7139,0.6539,0.592,0.685,0.5785,0.4745,0.6325,0.5388,0.2358,0.2883,0.6689,0.3532,0.5398,0.374,0.8789,0.5265,0.3764,0.4643,0.8635,0,1,1,S0024,7,2024-W07
1.0,0.9457,0.8164,0.6194,0.6699,0.6189,0.461,0.772,0.583,0.3512,0.2987,0.5719,0.3475,0.6239,0.3621,0.7169,0.4363,0.3738,0.5615,0.8107,1,1,0,S0024,8,2024-W08
1.0,0.6781,0.6434,0.5923,0.2896,0.5872,0.4197,0.3585,0.3416,0.243,0.4141,0.3442,0.5403,0.4363,0.5608,0.3211,0.696,0.3432,0.4333,0.6189,0,1,0,S0025,1,2024-W01
1.0,0.8472,0.5457,0.6015,0.229,0.8845,0.4061,0.4054,0.3169,0.2355,0.6828,0.383,0.495,0.4258,0.6909,0.3265,0.718,0.3183,0.571,0.5608,0,0,0,S0025,2,2024-W02
1.0,0.8982,0.7054,0.6209,0.3111,0.7588,0.4921,0.4301,0.359,0.2885,0.6634,0.3839,0.5516,0.4087,0.5366,0.3451,0.6052,0.3577,0.5676,0.6928,0,0,0,S0025,3,2024-W03
1.0,0.9734,0.6041,0.6734,0.2951,0.9419,0.5051,0.3644,0.3573,0.2951,0.6052,0.4225,0.6018,0.3878,0.6098,0.405,0.7579,0.3119,0.5754,0.6415,1,0,0,S0025,4,2024-W04
1.0,0.9388,0.5781,0.7279,0.3284,0.8946,0.5373,0.4072,0.2954,0.3272,0.6351,0.4739,0.5701,0.4637,0.7399,0.4218,0.7224,0.3604,0.5579,0.692,0,0,0,S0025,5,2024-W05
1.0,0.9499,0.5802,0.7077,0.2962,0.7985,0.5239,0.3665,0.3761,0.2256,0.7349,0.376,0.6037,0.4121,0.6595,0.4404,0.6343,0.3375,0.4922,0.8282,0,0,1,S0025,6,2024-W06
1.0,1.0,0.5098,0.7298,0.3176,0.7729,0.4998,0.4155,0.3579,0.2462,0.7977,0.472,0.6809,0.4284,0.7532,0.3376,0.8124,0.355,0.5015,0.6444,0,0,1,S0025,7,2024-W07
1.0,1.0,0.6906,0.7595,0.3477,0.572,0.5321,0.4115,0.3091,0.3502,0.4776,0.4502,0.5653,0.4046,0.6824,0.3725,0.7779,0.3279,0.545,0.7604,1,1,0,S0025,8,2024-W08
1.0,0.7395,0.5888,0.3965,0.3551,0.4593,0.2769,0.325,0.4598,0.4891,0.318,0.5639,0.6585,0.7143,0.5256,0.5981,0.6854,0.4122,0.4055,0.6557,0,1,0,S0026,1,2024-W01
1.0,0.8179,0.7488,0.4642,0.3717,0.6284,0.3245,0.3601,0.4729,0.4913,0.5434,0.4955,0.6741,0.6623,0.4511,0.5048,0.6534,0.3781,0.3902,0.7624,0,0,0,S0026,2,2024-W02
1.0,0.7836,0.6574,0.5314,0.4136,0.4176,0.3331,0.4024,0.4798,0.5881,0.4088,0.6608,0.5816,0.7078,0.4818,0.5935,0.6692,0.376,0.4684,0.751,0,1,0,S0026,3,2024-W03
1.0,0.8354,0.7916,0.5401,0.4506,0.424,0.363,0.3531,0.5477,0.6741,0.3835,0.5702,0.7192,0.7234,0.4692,0.5586,0.6381,0.4544,0.403,0.6731,1,1,0,S0026,4,2024-W04
1.0,0.9227,0.733,0.5377,0.3955,0.4384,0.3706,0.4205,0.4717,0.6186,0.3487,0.6663,0.7159,0.6568,0.5765,0.5188,0.6342,0.3989,0.4861,0.7627,0,1,0,S0026,5,2024-W05
1.0,0.8156,0.5075,0.5513,0.4621,0.7143,0.359,0.4745,0.485,0.5013,0.5759,0.7175,0.6491,0.793,0.4642,0.5374,0.6495,0.4959,0.4269,0.6593,0,0,1,S0026,6,2024-W06
1.0,1.0,0.6262,0.6203,0.3937,0.4825,0.3331,0.4986,0.5222,0.4547,0.3479,0.7403,0.8167,0.8321,0.5503,0.6217,0.7885,0.5032,0.4496,0.8784,0,1,1,S0026,7,2024-W07
1.0,1.0,0.8303,0.5745,0.4803,0.5175,0.3555,0.4155,0.5132,0.664,0.3683,0.5957,0.7938,0.6682,0.5407,0.6242,0.801,0.5451,0.5391,0.7668,1,1,0,S0026,8,2024-W08
1.0,0.7571,0.6556,0.5116,0.5314,0.7203,0.2979,0.4163,0.2913,0.448,0.5153,0.5025,0.5752,0.2734,0.307,0.481,0.356,0.2726,0.2898,0.2739,0,0,0,S0027,1,2024-W01
1.0,0.8166,0.5716,0.5466,0.5003,0.503,0.328,0.4811,0.2872,0.4013,0.3028,0.5304,0.6385,0.3134,0.3294,0.5128,0.3372,0.3626,0.2437,0.2927,0,1,0,S0027,2,2024-W02
1.0,0.8319,0.6995,0.5238,0.5871,0.4686,0.3563,0.4707,0.2539,0.4751,0.3719,0.4803,0.6864,0.2891,0.3797,0.4808,0.3996,0.3738,0.3125,0.262,0,1,0,S0027,3,2024-W03
1.0,1.0,0.5635,0.6404,0.5904,0.7208,0.4154,0.5112,0.3204,0.5535,0.5386,0.4576,0.7461,0.318,0.3784,0.5507,0.4058,0.3327,0.2658,0.3595,1,0,0,S0027,4,2024-W04
1.0,0.943,0.7135,0.6332,0.6163,0.4943,0.4321,0.4259,0.2793,0.5316,0.3429,0.5291,0.642,0.3808,0.4216,0.6237,0.3813,0.299,0.3288,0.3727,0,1,0,S0027,5,2024-W05
1.0,0.9351,0.6154,0.6308,0.604,0.6092,0.4008,0.4043,0.2932,0.4015,0.3602,0.4746,0.6901,0.4025,0.4337,0.6159,0.363,0.3223,0.2972,0.381,0,1,1,S0027,6,2024-W06
1.0,0.9687,0.4926,0.6442,0.5752,0.5887,0.4703,0.5368,0.2722,0.3558,0.4118,0.6398,0.696,0.3308,0.4709,0.6332,0.3925,0.3139,0.2796,0.3031,0,1,1,S0027,7,2024-W07
1.0,1.0,0.6829,0.6432,0.5712,0.8748,0.4227,0.4465,0.2952,0.5327,0.6324,0.6026,0.6549,0.3477,0.4468,0.5263,0.4521,0.3211,0.2761,0.3572,1,0,0,S0027,8,2024-W08
1.0,0.8565,0.6592,0.3593,0.5366,0.2903,0.2894,0.4582,0.8377,0.3852,0.3108,0.4862,0.3169,0.487,0.3485,0.4852,0.602,0.3698,0.4189,0.6795,0,1,0,S0028,1,2024-W01
1.0,0.7382,0.6824,0.3847,0.677,0.2732,0.3041,0.4135,0.7418,0.4229,0.2456,0.4852,0.2661,0.5102,0.4577,0.5189,0.6002,0.3164,0.3613,0.6704,0,1,0,S0028,2,2024-W02
1.0,0.8543,0.6602,0.4277,0.5558,0.3095,0.3582,0.5137,0.7814,0.3975,0.2839,0.5371,0.3255,0.6508,0.4421,0.6499,0.6225,0.3769,0.3676,0.6171,0,1,0,S0028,3,2024-W03
1.0,1.0,0.6239,0.4346,0.6295,0.4951,0.3735,0.4728,0.9212,0.4515,0.3678,0.4833,0.3284,0.565,0.3966,0.6401,0.6545,0.3202,0.497,0.8009,1,0,0,S0028,4,2024-W04
1.0,0.8266,0.6286,0.4436,0.6981,0.48,0.393,0.5589,0.7567,0.3841,0.4088,0.4654,0.3362,0.6025,0.3874,0.5356,0.5832,0.3897,0.5116,0.7524,0,0,0,S0028,5,2024-W05
1.0,0.7654,0.634,0.4388,0.624,0.5379,0.414,0.4911,0.9417,0.2943,0.4308,0.5195,0.3039,0.7078,0.481,0.6615,0.64,0.3495,0.4368,0.8436,0,0,1,S0028,6,2024-W06
1.0,0.8999,0.6011,0.4692,0.7757,0.3536,0.3974,0.5843,0.7666,0.3372,0.2807,0.5275,0.377,0.6273,0.4102,0.7219,0.6706,0.3897,0.497,0.7436,0,1,1,S0028,7,2024-W07
1.0,1.0,0.7297,0.4831,0.7717,0.4912,0.393,0.4846,0.9982,0.4768,0.4382,0.6209,0.334,0.5676,0.5058,0.6056,0.6321,0.399,0.5202,0.7213,1,0,0,S0028,8,2024-W08
1.0,0.6638,0.5532,0.5606,0.2947,0.5549,0.2758,0.5114,0.6495,0.3961,0.6971,0.3158,0.4285,0.5791,0.5723,0.4024,0.2804,0.4379,0.318,0.3541,0,0,0,S0029,1,2024-W01
1.0,0.8642,0.5065,0.5779,0.3404,0.6297,0.2598,0.4788,0.6427,0.369,0.7092,0.3371,0.4166,0.6797,0.6351,0.4575,0.3364,0.4597,0.324,0.4035,0,0,0,S0029,2,2024-W02
1.0,0.8622,0.492,0.646,0.3299,0.4875,0.321,0.533,0.7778,0.435,0.493,0.3383,0.5183,0.6754,0.6217,0.3645,0.3411,0.5096,0.3194,0.4191,0,1,0,S0029,3,2024-W03
1.0,1.0,0.639,0.668,0.3246,0.7352,0.3347,0.5666,0.8076,0.458,0.7078,0.311,0.5038,0.7621,0.6819,0.4635,0.3362,0.5602,0.306,0.3636,1,0,0,S0029,4,2024-W04
1.0,0.8296,0.6209,0.6618,0.3383,0.4898,0.3132,0.493,0.6403,0.4125,0.4739,0.2887,0.4905,0.7353,0.5567,0.5008,0.3789,0.5011,0.3999,0.4116,0,1,0,S0029,5,2024-W05
1.0,0.9616,0.4608,0.7409,0.3646,0.6506,0.33,0.5076,0.808,0.2994,0.7757,0.3124,0.5719,0.7912,0.6387,0.4395,0.3407,0.5916,0.3613,0.4315,0,0,1,S0029,6,2024-W06
1.0,1.0,0.4997,0.7715,0.3627,0.5527,0.3432,0.4856,0.7509,0.4003,0.4879,0.3595,0.5772,0.6553,0.6719,0.534,0.3585,0.4926,0.4072,0.4045,0,1,1,S0029,7,2024-W07
1.0,1.0,0.611,0.7783,0.4151,0.6948,0.3836,0.532,0.7244,0.3938,0.8143,0.3954,0.553,0.7444,0.7065,0.4285,0.4024,0.524,0.4196,0.3745,1,0,0,S0029,8,2024-W08
1.0,0.8222,0.6334,0.422,0.5997,0.3752,0.383,0.5804,0.5306,0.4103,0.2808,0.5059,0.558,0.5533,0.5606,0.3299,0.459,0.3729,0.4708,0.4749,0,1,0,S0030,1,2024-W01
1.0,0.7676,0.6099,0.4608,0.702,0.4855,0.4391,0.5434,0.6328,0.3914,0.4519,0.452,0.5941,0.6096,0.6427,0.2883,0.4806,0.3987,0.389,0.4663,0,0,0,S0030,2,2024-W02
1.0,0.8209,0.6267,0.5057,0.7352,0.5103,0.4825,0.5824,0.6017,0.365,0.4587,0.442,0.5521,0.566,0.7173,0.3286,0.5222,0.3539,0.4097,0.575,0,0,0,S0030,3,2024-W03
1.0,0.9724,0.6713,0.5476,0.7439,0.6508,0.4432,0.6365,0.6339,0.4235,0.3594,0.6042,0.6127,0.6943,0.6168,0.3601,0.4727,0.4833,0.4091,0.6244,1,0,0,S0030,4,2024-W04
1.0,0.9478,0.6634,0.6132,0.6244,0.648,0.5099,0.6902,0.7334,0.4306,0.4239,0.5115,0.613,0.6847,0.6835,0.356,0.4867,0.4243,0.4248,0.4915,0,0,0,S0030,5,2024-W05
1.0,0.7623,0.5349,0.5899,0.7706,0.6223,0.5697,0.7153,0.7575,0.4202,0.4617,0.5286,0.705,0.6013,0.6573,0.3657,0.5033,0.4399,0.5455,0.6147,0,0,1,S0030,6,2024-W06
1.0,1.0,0.5978,0.5842,0.7972,0.6358,0.564,0.5832,0.6826,0.3567,0.4405,0.5482,0.6933,0.6497,0.6452,0.3118,0.5407,0.5236,0.4964,0.6595,0,0,1,S0030,7,2024-W07
