source,target,type,weight,features
21,1024,takes,0.67,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.67}"
22,1022,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
22,1031,takes,0.5,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.5}"
22,1017,takes,0.68,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.68}"
22,1030,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
22,1010,takes,0.53,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.53}"
22,1021,takes,0.78,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.78}"
22,1035,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
22,1018,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
23,1022,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.57}"
23,1008,takes,0.7,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.7}"
23,1009,takes,0.9,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.9}"
23,1012,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
23,1024,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
23,1017,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
23,1035,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
23,1026,takes,0.42,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.42}"
23,1014,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
24,1008,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
24,1009,takes,0.56,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.56}"
24,1032,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
24,1036,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
24,1021,takes,0.88,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.88}"
24,1019,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
24,1033,takes,0.76,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.76}"
24,1010,takes,0.75,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.75}"
24,1015,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.62}"
24,1012,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.78}"
24,1024,takes,0.81,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.81}"
24,1029,takes,0.58,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.58}"
24,1017,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2024, 'interest_level': 0.71}"
24,1013,takes,0.67,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2024, 'interest_level': 0.67}"
25,1009,takes,0.86,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.86}"
25,1033,takes,0.86,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.86}"
25,1036,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
25,1030,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.62}"
25,1015,takes,0.8,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.8}"
25,1018,takes,0.72,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.72}"
25,1010,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
25,1028,takes,0.53,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.53}"
26,1008,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
26,1009,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
26,1021,takes,0.94,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.94}"
26,1016,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
26,1020,takes,0.43,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.43}"
26,1011,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
26,1017,takes,0.79,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.79}"
26,1035,takes,0.66,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.66}"
26,1010,takes,0.59,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.59}"
26,1018,takes,0.75,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.75}"
26,1029,takes,0.63,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.63}"
27,1022,takes,0.56,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.56}"
27,1032,takes,0.81,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.81}"
27,1030,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
27,1035,takes,0.71,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.71}"
27,1033,takes,0.95,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.95}"
27,1011,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
27,1034,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
27,1019,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
27,1010,takes,0.59,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.59}"
28,1009,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
28,1036,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
28,1022,takes,0.56,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.56}"
28,1032,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
28,1028,takes,0.46,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.46}"
28,1020,takes,0.41,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.41}"
28,1031,takes,0.63,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.63}"
28,1016,takes,0.59,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.59}"
28,1013,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
28,1019,takes,0.53,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.53}"
28,1023,takes,0.55,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.55}"
28,1014,takes,0.64,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.64}"
28,1029,takes,0.78,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.78}"
28,1015,takes,0.69,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.69}"
29,1009,takes,0.91,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.91}"
29,1032,takes,0.9,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.9}"
29,1017,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
29,1029,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
29,1023,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
29,1027,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
29,1015,takes,0.55,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.55}"
29,1026,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
29,1030,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
29,1020,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
29,1013,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
29,1016,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
29,1011,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
30,1022,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
30,1008,takes,0.86,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.86}"
30,1015,takes,0.8,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.8}"
30,1034,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
30,1018,takes,0.84,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.84}"
30,1017,takes,0.73,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.73}"
30,1033,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
30,1025,takes,0.8,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.8}"
30,1031,takes,0.59,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.59}"
30,1012,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
30,1036,takes,0.76,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.76}"
31,1009,takes,0.88,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.88}"
31,1022,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
31,1008,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
31,1036,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
31,1033,takes,0.92,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.92}"
31,1010,takes,0.36,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.36}"
31,1029,takes,0.67,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.67}"
31,1030,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.74}"
31,1019,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.66}"
31,1035,takes,0.74,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2024, 'interest_level': 0.74}"
31,1018,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2024, 'interest_level': 0.65}"
32,1022,takes,0.63,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.63}"
32,1021,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
32,1025,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
32,1031,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
32,1030,takes,0.8,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.8}"
32,1017,takes,0.58,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.58}"
32,1015,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
32,1014,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
32,1026,takes,0.49,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.49}"
32,1023,takes,0.8,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.8}"
32,1018,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.61}"
32,1032,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.79}"
33,1009,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
33,1036,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
33,1013,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
33,1030,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
33,1034,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
33,1023,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
33,1025,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
33,1031,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
34,1009,takes,0.92,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.92}"
34,1032,takes,0.78,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.78}"
34,1036,takes,0.51,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.51}"
34,1027,takes,0.67,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.67}"
34,1033,takes,0.82,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.82}"
34,1025,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
34,1031,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
34,1019,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
34,1023,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
34,1034,takes,0.63,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.63}"
34,1018,takes,0.71,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.71}"
34,1016,takes,0.73,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.73}"
34,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.65}"
34,1026,takes,0.84,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.84}"
34,1013,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.84}"
35,1008,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
35,1009,takes,0.95,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.95}"
35,1023,takes,0.42,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.42}"
35,1022,takes,0.77,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.77}"
35,1021,takes,0.8,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.8}"
35,1026,takes,0.43,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.43}"
35,1014,takes,0.85,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.85}"
35,1028,takes,0.63,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.63}"
35,1019,takes,0.55,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.55}"
35,1011,takes,0.62,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.62}"
35,1012,takes,0.83,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.83}"
36,1029,takes,0.43,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.43}"
36,1030,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
36,1016,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.62}"
36,1034,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.83}"
36,1035,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
36,1026,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
36,1020,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
36,1036,takes,0.67,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.67}"
